dataset,num of modifiers/clauses
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,4
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,3
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,3
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,6
NLV_Corpus,4
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,3
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,3
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,3
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,3
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,3
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,4
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,3
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,3
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,3
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,3
NLV_Corpus,2
NLV_Corpus,0
NLV_Corpus,3
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,3
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,3
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,3
NLV_Corpus,3
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,3
NLV_Corpus,3
NLV_Corpus,3
NLV_Corpus,2
NLV_Corpus,4
NLV_Corpus,3
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,2
NLV_Corpus,3
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,3
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,2
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,1
NLV_Corpus,1
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,0
NLV_Corpus,2
NLV_Corpus,1
NLV_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,3
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,3
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,4
nvBench_Corpus,3
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,3
nvBench_Corpus,3
nvBench_Corpus,3
nvBench_Corpus,3
nvBench_Corpus,3
nvBench_Corpus,3
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,3
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,3
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,3
nvBench_Corpus,1
nvBench_Corpus,3
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,3
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,4
nvBench_Corpus,2
nvBench_Corpus,3
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,3
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,3
nvBench_Corpus,3
nvBench_Corpus,2
nvBench_Corpus,3
nvBench_Corpus,4
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,3
nvBench_Corpus,3
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,3
nvBench_Corpus,3
nvBench_Corpus,4
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,3
nvBench_Corpus,6
nvBench_Corpus,6
nvBench_Corpus,2
nvBench_Corpus,2
nvBench_Corpus,4
nvBench_Corpus,4
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,0
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,3
nvBench_Corpus,3
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,0
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
nvBench_Corpus,1
nvBench_Corpus,1
nvBench_Corpus,2
